company_name,company_phone,company_website,company_type,company_city,company_state,company_streetCode,company_street
Mosaic Brewing,Nil,www.mosaicbrewingaz.com,Taproom,Tucson,Arizona,AZ,3895 North Oracle Road
Dillinger,Nil,Nil,Beer Brand,,,,
Smoketown Brewing,Nil,www.smoketownbrewing.com,Brewpub,Brunswick,Maryland,MD,223 W Potomac St
Back Forty Beer Co - Huntsville,Nil,Nil,Brewpub,Huntsville,Alabama,AL,3254 Leeman Ferry Road Southwest
Honky Tonk Brewing Co,Nil,Nil,Beer Brand,,,,
Discourse Brewing,913-258-5240,Nil,Brewpub,Overland Park,Kansas,KS,7211 W 97th Street
MV Brews,Nil,Nil,Brewery In Planning,Mount Vernon,Iowa,IA,
Identity Brewing Co,(231) 932-2233,www.identitybrewing.com,Contract,Traverse City,Michigan,MI,108 South Union Street
Brasserie Brewing Bears,Nil,Nil,Micro,Montpellier,,,55 rue montels st pierre 34070 Montpellier
UConn Brewing Innovation,(860) 728-2101,Nil,Brewery In Planning,Storrs,Connecticut,CT,"Engineering II
University of Connecticut
191 Auditorium Road"
Brewscape Beer Co.,Nil,https://www.brewscapebeerco.com/,Brewpub,Hayden,Idaho,ID,"9551 N. US 95, Unit A"
Lake Superior Brewing Company,2184280192,www.lakesuperiorbrewingduluth.com,Brewpub,Duluth,Minnesota,MN,5324 E Superior St
St. Rains,5047179410,www.drinkstrains.com,Brewery In Planning,Asheville,North Carolina,NC,61 Haywood Rd
Modern Heritage Brewing Co.,Nil,Nil,Brewery In Planning,Buxton,Maine,ME,602 Long Plains Rd.
KOICHI MATSUDA,+81256762866,Nil,Regional,Niigata,,,Matsuyama-2
Swift Brewing Company,2368822665,Nil,Micro,Victoria,British Columbia,BC,450 Swift Street
Colden Brewery,6189738802,Nil,Brewery In Planning,Centralia,Illinois,IL,1926 Frazier ave
Broken Bottle Brewery,6083867695,Nil,Brewery In Planning,Onalaska,Wisconsin,WI,3611 Brook Ln
Cervecería Montuna,4042346842,Nil,Brewery In Planning,Adjuntas,,,PO Box 206
Bichofeo Brewing Co.,+5493624597407,Nil,Brewpub,Resistencia,,,Dr. Reggiardo 285
Brew Lab 101 - Minneapolis,Nil,https://brewlab101mn.com/,Taproom,Minneapolis,Minnesota,MN,25 North 4th Street
Snitz Creek Brewery Palmyra,Nil,Nil,Brewpub,Palmyra,Pennsylvania,PA,2701 Horseshoe Pike
Brew Lab 101 - Albuquerque,Nil,Nil,Taproom,Albuquerque,New Mexico,NM,3107 Eubank Boulevard Northeast
Murder Hill LLC,7747574411,https://www.murderhill.com/,Taproom,Whitinsville,Massachusetts,MA,670 Linwood Ave
Memorias beer company,+511986616367,Nil,Micro,Lima,,,Lima
Cerveza Cardera,9095625728,Nil,Micro,Ensnenada,Baja California,BC,E 928 Fraccionamiento California
Dildo Brewing Company,709-582-3335,www.dildobrewingco.ca,Micro,Dildo,Newfoundland and Labrador,NL,7 Front Road
Big Ditch Brewing Company - Lockport,Nil,Nil,Brewery In Planning,Lockport,New York,NY,1 East Avenue
Madradish brewing,780-239-3330,Nil,Brewery In Planning,ardrossan,Alberta,AB,253 53151 range road 222
Liquid Love Brewing,(224) 434 2189,https://www.liquidlovebrewing.com/,Taproom,Buffalo Grove,Illinois,IL,1310 Busch Parkway
Range 23 Taproom,Nil,Nil,Taproom,Bonner Springs,Kansas,KS,"200 Oak St
Suite 100"
Nurvis Purvis Brewing Co,Nil,Nil,Brewery In Planning,Carlsbad,New Mexico,NM,1602 N. Canal
Danville Brewing Company - Pleasanton,Nil,Nil,Brewery In Planning,Pleasanton,California,CA,
Jaquval Brewing Co. & Gastropub,Nil,Nil,Brewpub,Dallas,Texas,TX,312 West Seventh Street
MFS Brewing,Nil,https://mfsbrewing.com/,Brewery In Planning,Memphis,Tennessee,TN,206 GE Patterson Avenue
Tarnished Hollow Brewing Co.,Nil,http://tarnishedhollow.com/,Taproom,Elwood,Indiana,IN,412 North Anderson Street
Monolith Brewing,3033811222,https://www.monolithbrewing.com/,Taproom,Denver,Colorado,CO,1290 S Broadway
Eden Beer,+554430237171,Nil,Regional,Maringa,Paraná,PR,Laguna Ave 1520
Another Moon Brewing Company,Nil,https://www.anothermoonbrewing.com/,Alt Prop,Hudson,New York,NY,2278 Rte 9
Breslau Brewing Company,Nil,https://breslaubrewingcompany.com/,Taproom,Lindenhurst,New York,NY,224 N Wellwood Ave
Rustiks Brewing Company (name tentative),928-358-3870,Nil,Brewery In Planning,Tucson,Arizona,AZ,
5th Gear Beer,Nil,https://5thgearbeer.com/,Brewery In Planning,Latham,New York,NY,
6 Acres Farm Brewery,(315) 806-2002,https://www.6acresfarmbrewery.com/,Micro,Mexico,New York,NY,412 Fort Leazier Rd
Beer Justice Brewing Co.,5854080006,https://www.beerjusticebrewing.com/,Brewpub,Arcade,New York,NY,3 Hurdville Road
Beer Tree Brew - Downtown,(607) 235-3286,https://www.beertreebrew.com/downtown,Location,Binghamton,New York,NY,20 Hawley Street
BriarBrothers Brewing Company,(716) 217-0585,https://briarbrothersbrewing.com/,Taproom,Buffalo,New York,NY,50 Elk Street
Bitters & Bones,5183548270,https://www.bittersandbones.com/,Brewpub,Saranac Lake,New York,NY,65 Broadway
Angle Tree Brewery,508-294-3490,www.angletreebrew.com,Taproom,North Attleboro,Massachusetts,MA,45 Elm St
Two Locals Brewing Company,(718) 757-8570,twolocalsbrewing.com,Brewpub,Philadelphia,Pennsylvania,PA,"3675 Market St
Suite 100"
Haandbryggeriet AS,+4731414140,Nil,Micro,Drammen,,,Havnegata 13
Freedom Street Brewing,Nil,https://www.instagram.com/freedom_street_brewing/,Micro,Erving,Massachusetts,MA,1 River Street
Butera's Village Brew House,7166485017,https://www.buterasbrickoven.com/,Brewpub,Hamburg,New York,NY,32 Main St
Clover Road Brewing Company,Nil,https://www.cloverrdbrewing.com/,Taproom,Hudson,Massachusetts,MA,312 Main Street
Irish Brewing,(781) 352-0877,www.irishbrewingboston.com,Taproom,Norwood,Massachusetts,MA,83 Morse Street Unit 4a
Allied Brewing Company,Nil,https://alliedbrewingcompany.com/,Taproom,Altamont,New York,NY,6654 Dunnsville Road
Gowanda Brewing at The Wicked Glen,(716) 241-4320,https://www.wickedglenbrewery.com/,Brewpub,Gowanda,New York,NY,29 S Water St
Elk Valley Brewing,Nil,Nil,Beer Brand,,,,
Hop Notch Brewing Co.,6077384789,https://hopnotchbrewingco.com/,Brewpub,Montour Falls,New York,NY,2471 Hayes Road
Revelry Yards,6077934132,https://www.revelryyards.com/,Brewpub,Ithaca,New York,NY,​109-111 N Aurora St
Pioneer Valley Brewery,Nil,https://pioneervalleybrew.com/,Taproom,Montague,Massachusetts,MA,151 3rd Street
One-Eyed Cat Brewing,7162048493,https://oneeyedcatbrewing.com/,Taproom,Williamsville,New York,NY,5893 Main St
The Back Room Brewing Company,Nil,thebackroombrewingcompany.com,Taproom,Northfield,Massachusetts,MA,1046 Millers Falls Road
Seneca Stag Brewing Co,(315) 694-7586,https://senecastagbrewing.com/,Brewpub,Penn Yan,New York,NY,1720 NY-14
Slow Fox Farm Brewery,(845) 266-0086,https://www.slowfoxfarm.com/,Brewpub,Rhinebeck,New York,NY,41 Lake Drive
Bulzomi Brewing Co,Nil,Nil,Taproom,Eaton,Colorado,CO,208 Oak Avenue
Les Brasseurs du Petit-Sault,5067331313,www.petitsault.com,Micro,Edmundston,New Brunswick,NB,45 Rue de l'Église
Stony Point Brewing Company,(845) 947-8071,https://stonypointbrewing.com/,Brewpub,West Haverstraw,New York,NY,69 East Railroad Ave
Weiss Ferments,(518) 903-3073,https://www.weissferments.com/,Micro,Gilboa,New York,NY,240 Bohlen Rd
Two Ladders Brewing Company,Nil,https://twoladdersbrewing.com/,Brewpub,West Nyack,New York,NY,747 West Nyack Road
The Test Brewery,2137137048,https://www.thetestbrewery.com/,Alt Prop,Brooklyn,New York,NY,
Middle Ground Brewing Company,(615) 603-7190,www.middlegroundbrew.com,Brewpub,Murfreesboro,Tennessee,TN,2476 Old Fort Parkway
Shalooby Loofer Brewing,(716) 320-5021,https://www.shaloobyloofer.com/,Taproom,Clarence,New York,NY,10737 Main Street
Third Space Innovation Brewhouse,Nil,Nil,Brewpub,Milwaukee,Wisconsin,WI,N71W13040 W Appleton Ave
NateMeg Farm Winery/South Wales Brewing Company,7165170293,https://www.southwalesbrewing.com/,Taproom,South Wales,New York,NY,6846 Olean Road
Crooked Mouth Brewing,6072394404,https://crookedmouthbrew.com/,Brewpub,Endicott,New York,NY,231 Vestal Ave
Swedesboro Brewing Co - The Racoon Taproom,Nil,https://www.swedesborobrewing.com/,Taproom,Collingswood,New Jersey,NJ,1 Powell Lane
Ill Mannered Brewing Company Taproom & Barrel House,Nil,Nil,Taproom,Marysville,Ohio,OH,117 South Main Street
6 Degrees Or Less Brewery,9147149802,https://6degreesorlessbp.com/,Micro,Shrub Oak,New York,NY,691 East Main Street
Crooked Beech Brewing,(970) 305-0397,Nil,Taproom,Loveland,Colorado,CO,3121 North Garfield Avenue
Mountain Heart Brewing,Nil,https://www.mountainheartbrewing.com/,Taproom,Carbondale,Colorado,CO,1841 Dolores Way
Colorado Boy Depot,Nil,Nil,Micro,Ridgway,Colorado,CO,687 North Cora Street
21 Guns Brewing,(812) 243-4198,Nil,Taproom,Jasonville,Indiana,IN,115 West Main Street
80 Beats Brewing,Nil,https://www.hummingbirdestate.com/,Taproom,Central Point,Oregon,OR,1677 Old Stage Road
Commensal Fermentation,Nil,https://cmnsl.co/,Taproom,Portland,Oregon,OR,3901 North Williams Avenue Unit A
Rails and Ales Brew House,Nil,Nil,Brewery In Planning,Georgetown,Indiana,IN,
E Brewing Company,(574) 377-6098,www.ebrewingcompany.com,Taproom,South Whitley,Indiana,IN,8324 Indiana 14
For Tomorrow We Die Brewing Company,(971) 701-6102,ForTomorrowWeDieBrewing.com,Brewpub,Salem,Oregon,OR,2315 25th Street Southeast
Lift Brewing Co.,Nil,https://liftbrewing.com/,Micro,Beaverton,Oregon,OR,3800 Southwest Cedar Hills Boulevard #300E
MT HOOD BREWING COMPANY AT TILIKUM STATION,Nil,Nil,Location,Portland,Oregon,OR,401 Southeast Caruthers Street
Right Proper Eckington,Nil,Nil,Brewery In Planning,Washington,District of Columbia,DC,1625 Eckington Place Northeast
BridgeWay Brewing Co,Nil,www.bridgewaybrewing.com,Brewpub,Mauldin,South Carolina,SC,Bridgeway Boulevard
Peculier FoCo,Nil,Nil,Taproom,Fort Collins,Colorado,CO,1831 East Mulberry Street
HETTY ALICE BREWING COMPANY,Nil,https://www.hettyalicebeers.com/,Micro,Portland,Oregon,OR,628-630 Southeast Belmont Street
Four Boars Beer Co. LLC,252299852,Nil,Brewery In Planning,Spring Hope,North Carolina,NC,803 East Nash St
Blue Sun Brewing Company,5632494466,Nil,Brewery In Planning,De Witt,Iowa,IA,313 11th Street
BROWe Cervejaria,+55 12 99601-7453,Nil,Regional,São José dos Campos,,,"Rua Caravelas, 35"
Artmonster Brewery,01090896110,Nil,Micro,Gunpo,,,Gongdanro 181
Jeff Hooper Household,2165773175,Nil,Brewery In Planning,Maryville,Tennessee,TN,1341 Hale st
In Planning,Nil,Nil,Brewery In Planning,Burke,Virginia,VA,9713 Stipp Street
Wen Janson,Nil,Nil,NonBeer,Palmdale,California,CA,"37925 6th St E, Ste 100B"
Barcelona Beer Company,Nil,www.barcelonabeercompany.es,Micro,,,,Carrer de la Farmacia
Insurgent Brewing Co.,928-636-9077,www.insurgentbrewingco.com,Brewpub,Chino Valley,Arizona,AZ,"990 N State Rte 89
Suite D"
E & L Brewing,(951)235-8838,Nil,Brewery In Planning,Turtletown,Tennessee,TN,147 Blalock Drive
Pinnacle Beerworks,4843630909,https://pinnaclebeerworks.com/,Brewery In Planning,Wenatchee,Washington,WA,18 N Mission St
Tasty Liquid Alliance,Nil,Nil,Office only location,Dorchester,Massachusetts,MA,1250 Massachusetts Avenue
Coattails Brewing,503-913-5530,https://www.coattailswine.com/brewery,Micro,Newberg,Oregon,OR,14865 Northeast North Valley Road
Slake Brewing,6139190995,Nil,Micro,Picton,Ontario,ON,181 Mowbray Road
Kitchen Sink Brewing LLC,9092178832,www.kitchensinkbrewingco.com,Micro,Riverside,California,CA,1710 Palmyrita Ave #10
Argenta Brewing Company,Nil,https://www.argentabrewingcompany.com/,Taproom,Portland,Maine,ME,82 Hanover st. Suite 6
Jackknife Brewing,Nil,Nil,Brewpub,Kelowna,British Columbia,BC,727 Baillie Ave
RAK Brewing,(240) 446-9034,www.rakbrewing.com,Taproom,Frederick,Maryland,MD,"400 Sagner Avenue, Unit 100"
Cárcava,Nil,Nil,Brewery In Planning,Santiago,,,"Libertador Bernardo O´higgins 1555. Santiago Centro, Chile"
SakeBrooklyn Brewing Company LLC,Nil,Nil,Brewery In Planning,Brooklyn,New York,NY,466 Bergen St. #3
Beardless Brewhaus - Pace,Nil,Nil,Location,Milton,Florida,FL,5642 Woodbine Road
Collision Bend Brewing Co - Euclid,Nil,Nil,Brewpub,Euclid,Ohio,OH,1261 Babbitt Road
Beer Nerd,9407137894,Nil,Brewery In Planning,Manor,Texas,TX,9708 Grapevine Leaf Drive
Craft Beer Armory Brewing LLC,Nil,Nil,Brewery In Planning,Groton,Massachusetts,MA,195C Main St
Curious Creatures Brewing Corp.,6044455177,Nil,Contract,Port Coquitlam,British Columbia,BC,Unit 2155 - 575 Seaborne Ave.
Aviator Bay Brewing Company,Nil,Nil,Brewery In Planning,Harwood,Maryland,MD,4135 Solomons Island Rd
Michael Bell,6192442689,Nil,Brewery In Planning,National City,California,CA,2876 Ridgeway Dr.
Another Beer Company Inc.,604-515-9093,Nil,Micro,New Westminster,British Columbia,BC,11 - 30 Capilano Way
The Ordinary,5402297907,Nil,Brewery In Planning,Warrenton,Virginia,VA,6029 Wildcat Mountain Rd
Brick Lane Brewing,+61418440500,Nil,Regional,Dandenong South,Victoria,VIC,41 Imagine Way
Two Bays Brewing Co,+61413992051,Nil,Regional,Dromana,Victoria,VIC,1/2 Trewhitt Court
Alba Brewing,8097342995,Nil,Brewpub,Santiago,,,"República del Líbano #23, Los Jardines Metropolitanos"
Cloven Hoof Brewing Co.,440-536-4344,www.clovenhoofbrewing.com,Taproom,Ashtabula,Ohio,OH,1308 Bridge Street
Bridge Street Brewery,Nil,Nil,Brewery In Planning,Jonesboro,,,"1904 Grant Ave
Suite E"
Nostalgia Brewing Co,614-206-6689,www.nostalgiabrewing.com,Brewpub,Gahanna,Ohio,OH,"81 Mill St, Ste 150"
One Drop Brewing Co,+61420914652,Nil,Micro,Botany,New South Wales,NSW,5 Erith St
Wild Heaven Beer - Toco Hill,Nil,Nil,Brewery In Planning,Atlanta,Georgia,GA,
Tool Shed Brewing Company Inc.,4037751749,Nil,Regional,Calgary,Alberta,AB,"#9, 801 30 ST NE"
Eggert Ale Works LLC,7722142621,Nil,Brewery In Planning,Stuart,Florida,FL,4524 Se Murray Cove Circle
Fait la Force Brewing Co,(615) 915-0059,https://www.faitlaforcebrewing.com/,Brewpub,Nashville,Tennessee,TN,1414 3rd Ave S Ste 101
FarmTown Brewing Company,207 313 7216,Nil,Brewery In Planning,Farmington,Maine,ME,132 Cedar Lane Unit B
High Tanks Brewing Company,5419802442,Nil,Brewpub,Wellton,Arizona,AZ,13589 S Avenue 25 E
Terranaut Beer,8154031029,https://www.terranautbeer.com/,Taproom,Bend,Oregon,OR,20750 Northeast High Desert Lane Suite 107
Mad Jacks Mountain Brewery,(303) 816-2337,Nil,Brewpub,Bailey,Colorado,CO,23 Main Street
Ghostfish Brewing Co East,6188030059,Nil,Micro,Westfield,New York,NY,"8305 US-20
Suite B"
Goldwater Brewing Co - Longbow,Nil,https://www.goldwaterbrewing.com/longbow,Taproom,MESA,Arizona,AZ,"5942 E LONGBOW PKWY
STE 105"
IMGNLABSII,Nil,Nil,Brewery In Planning,New York,New York,NY,245 5th ave
Dagwood Brewing Co.,9717709141,Nil,Brewery In Planning,Chicago,Illinois,IL,TBD
Cerveceria Principal S.A,+56998866981,Nil,Micro,Santiago,,,"Parcela 6A Calle Nueva
Pirque
Santiago 
Chile"
Boomstick Brewing,Nil,Nil,Micro,Corner Brook,,,55 West St
Great Black Swamp Brewing Co,5673778090,www.greatblackswampbrewing.com,Taproom,Toledo,Ohio,OH,2250 Tedrow road
Rainbow Moose Brewing,3863384660,Nil,Brewery In Planning,Palm Coast,Florida,FL,65 Wedgewood Lane
Cuatro Palos,4426129252,Nil,Taproom,Querétaro,Querétaro,QE,Epigmenio González 1013 Int 2B
Tranquility Brewing Company,Nil,Nil,Brewery In Planning,Kintnersville,Pennsylvania,PA,9755 Easton Road
Grizzle Beer,Nil,Nil,Brewery In Planning,Monroe,Georgia,GA,208 S Broad St.
Douglas Lager,(206) 569-5401,Nil,Beer Brand,Tacoma,Washington,WA,2101 Jefferson Avenue
Schenker Beer Company,Nil,Nil,Contract,Brooklyn,New York,NY,
Brujos Brewing,Nil,www.brujos.bigcartel.com,Taproom,Portland,Oregon,OR,2377 Northwest Wilson Street
MFS Brewing,Nil,www.mfsbrewing.com,Taproom,Memphis,Tennessee,TN,
Sunset Hill Brewing Company,(610) 492-1888,www.sunsethillbrewingco.com,Taproom,Gilbertsville,Pennsylvania,PA,2782 Leidy Road
Initiative Brewing Madras,Nil,Nil,Brewery In Planning,Madras,Oregon,OR,
Goat Island Brewing - Cotton Creek Warehouse,Nil,Nil,Brewery In Planning,Cullman,Alabama,AL,417 3rd Avenue Southwest
Slipstream Brewing,+61 409100228,Nil,Regional,YEERONGPILLY,Queensland,QLD,94 Wilkie Street
Vermilionville BrewHouse,Nil,Nil,Brewpub,Lafayette,Louisiana,LA,300 Fisher Road
Greenhouse Aleworks,Nil,www.greenhousealeworks.com,Taproom,Rogers,Arkansas,AR,718 North 2nd Street
Black Howler Beer Company,Nil,www.blackhowlerbeer.com,Taproom,Gentry,Arkansas,AR,11782 Highfill Avenue
Timbukbrü,5152916157,www.timbukbru.com,Taproom,Iowa Falls,Iowa,IA,819 Washington
The Recreation Parlor,(479) 344-2044,www.therecreationparlor.com,Taproom,Gravette,Arkansas,AR,104 2nd Avenue Southeast
45 Degree Brewhouse,5092413281,https://45degreebrewhouse.com/index.html,Brewpub,Spokane Valley,Washington,WA,10421 E Sprague Ave
Another Round Brewing Company,Nil,http://www.anotherroundbrewery.com/,Taproom,Pullman,Washington,WA,"745 N Grand Ave
Ste 102"
Perch Brewing Co.,Nil,Nil,Brewpub,Gilbert,Arizona,AZ,720 West Ray Road
Hat Trick Brewing,5093154367,https://www.facebook.com/HatTrickBrewingSpokane,Brewpub,Spokane,Washington,WA,1913 W Maxwell Ave
Magnify Brewing Company - Medford,Nil,Nil,Brewery In Planning,Medford,New Jersey,NJ,17 North Main Street
High Bluff Brewing,Nil,https://www.highbluffbrewing.com,Micro,Port Angeles,Washington,WA,633 East 1st Street
Wishful Thinking Brewing Company,Nil,https://www.wishfulthinkingbeer.com/,Brewpub,Bethlehem,Pennsylvania,PA,702 Broadway
Prosperity brewers,5612893386,www.prosperitybrewers.com,Taproom,Boca Raton,Florida,FL,4160 NW 1st Ave Ste 21
The Elk Brewing Company,(724) 902-9335,Nil,Brewery In Planning,Kittanning,Pennsylvania,PA,290 Cravener Hollow Rd
Cool Cousin Brewing Inc,3474154362,Nil,Contract,West Hempsted,New York,NY,60 Hempsted ave
McMillin Farm/Puyallup Microbrewery,(253) 264-3955,https://www.mcmillinfarm.com/,Micro,Puyallup,Washington,WA,12517 State Route 162 E.
"BetterCans, LLC",16149491786,NA,Brewery In Planning,Dublin,Ohio,OH,7144 Cabernet Court
Raiz Cuadrada,Nil,https://cervezaraizcuadrada.com,Micro,El Barraco,,,Poligono La Peguera 19
New Maitland Brewing,5097033470,https://newmaitlandbrewing.com/,Micro,Colbert,Washington,WA,8903 E Greenbluff Rd
Pitbull Brewery,Nil,Nil,Brewery In Planning,Arlington,Washington,WA,
Percival Creek Brewing,Nil,https://percivalcreek.com/,Brewery In Planning,SE Tumwater,Washington,WA,4200 Capitol Blvd
Ridgeline Brewing Company,(360) 932-3156,https://www.ridgelinebrewing.com/,Brewpub,Bremerton,Washington,WA,941 North Callow Ave
Spokanite Brewing Company,Nil,https://spokanitebrewing.com/,Taproom,Spokane,Washington,WA,6607 N Ash Street
Idle Brewery,2106678304,Nil,Brewpub,San Antonio,Texas,TX,414 Brooklyn Ave
Piedmont Brewery and Kitchen - Griffin,Nil,Nil,Brewery In Planning,Griffin,Georgia,GA,
Dewey Beer - Denver,(303) 953-2058,Nil,Location,Denver,Colorado,CO,3501 Delgany Street
The Good Society - Queen Anne,Nil,Nil,Taproom,Seattle,Washington,WA,535 W McGraw St
Wildland Cooperative,Nil,https://www.wildland.coop/,Taproom,Colbert,Washington,WA,8022 E Green Bluff Rd
Headlands Brewing - Walnut Creek,Nil,Nil,Brewery In Planning,Walnut Creek,California,CA,2999 Oak Road #A
Headlands Brewing - Production Facility,Nil,Nil,Micro,Pittsburg,California,CA,300 Cumberland St
Vitamin Sea Brewing - Plymouth,(774) 426-4001,Nil,Taproom,Plymouth,Massachusetts,MA,98 Water Street
Hazel Grove Brewery,Nil,https://hazelgrovebrewing.com/,Micro,Pittsburgh,Pennsylvania,PA,4609 Irvine Street
Octopi Brewing / Untitled Art,(608) 620-4705,drinkoctopi.com,Micro,Waunakee,Wisconsin,WI,1131 Uniek Dr
Scallywag Beer Co.,6193063739,Nil,Brewery In Planning,Austin,Texas,TX,9000 Lanna Bluff Loop
Slow Body Beer Company,3156014071,https://www.slowbodybeer.com/,Taproom,Tucson,Arizona,AZ,831 E 17th St.
Phantom Fox Beer Company,(480) 953-6622,https://www.instagram.com/phantomfoxbeerco/,Taproom,mesa,Arizona,AZ,150 W. Main St
Jeff Buscher Household,Nil,Nil,Brewery In Planning,MARSHALL,North Carolina,NC,415 BLUEBIRD LN
Downhill Brewing - Greenwood Village,(303) 805-2739,www.downhillbrews.com,Taproom,Greenwood Village,Colorado,CO,9672 East Arapahoe Road
Lucas Self Household,3342022508,Nil,Brewery In Planning,Charleston,South Carolina,SC,1656 Pearlott St Apt A
Happy Valley Filling Station,8287263100,Nil,Brewpub,Lenoir,North Carolina,NC,1275 Hwy NC-268
Matt Bruins Household,Nil,Nil,Brewery In Planning,Medicine Hat,Alberta,AB,2167 Brier Park Pl
BrewDog Denver,Nil,Nil,Brewpub,Denver,Colorado,CO,3950 Wynkoop Street
Surf City Brewing Company,858-405-6748,www.surfcitybrewingcompany.com,Taproom,Hampstead,North Carolina,NC,"400 Alston Boulevard Extension, Suite A"
Good Liar,6143134863,https://www.goodliar.com/,Contract,Columbus,Ohio,OH,"298 N 18TH ST
UNIT A"
Buttonwoods Brewery,4015638451,www.buttonwoodsbrewery.com,Brewpub,Providence,Rhode Island,RI,50 Simms Ave
Mystique Barrel Brewing,5163754633,www.mystiquebarrelbrewing.com,Brewery In Planning,Laurel,Maryland,MD,3610 Chase Hills Dr.
